# wl(nm) calibrationFactor
3.899649883294431220e+03 2.000000000000000000e+00
3.902974324774924753e+03 2.000000000000000000e+00
3.906298766255418286e+03 2.000000000000000000e+00
3.909623207735911819e+03 2.000000000000000000e+00
3.912947649216405352e+03 2.000000000000000000e+00
3.916272090696898886e+03 2.000000000000000000e+00
3.919596532177392419e+03 2.000000000000000000e+00
3.922920973657885952e+03 2.000000000000000000e+00
3.926245415138379030e+03 2.000000000000000000e+00
3.929569856618872564e+03 2.000000000000000000e+00
3.932894298099366097e+03 2.000000000000000000e+00
3.936218739579859630e+03 2.000000000000000000e+00
3.939543181060353163e+03 2.000000000000000000e+00
3.942867622540846696e+03 2.000000000000000000e+00
3.946192064021340229e+03 2.000000000000000000e+00
3.949516505501833763e+03 2.000000000000000000e+00
3.952840946982327296e+03 2.000000000000000000e+00
3.956165388462820829e+03 2.000000000000000000e+00
3.959489829943314362e+03 2.000000000000000000e+00
3.962814271423807895e+03 2.000000000000000000e+00
3.966138712904301428e+03 2.000000000000000000e+00
3.969463154384794507e+03 2.000000000000000000e+00
3.972787595865288040e+03 2.000000000000000000e+00
3.976112037345781573e+03 2.000000000000000000e+00
3.979436478826275106e+03 2.000000000000000000e+00
3.982760920306768639e+03 2.000000000000000000e+00
3.986085361787262173e+03 2.000000000000000000e+00
3.989409803267755706e+03 2.000000000000000000e+00
3.992734244748249239e+03 2.000000000000000000e+00
3.996058686228742772e+03 2.000000000000000000e+00
3.999383127709236305e+03 2.000000000000000000e+00
4.002707569189729838e+03 2.000000000000000000e+00
4.006032010670223372e+03 2.000000000000000000e+00
4.009356452150716450e+03 2.000000000000000000e+00
4.012680893631209983e+03 2.000000000000000000e+00
4.016005335111703516e+03 2.000000000000000000e+00
4.019329776592197049e+03 2.000000000000000000e+00
4.022654218072690583e+03 2.000000000000000000e+00
4.025978659553184116e+03 2.000000000000000000e+00
4.029303101033677649e+03 2.000000000000000000e+00
4.032627542514171182e+03 2.000000000000000000e+00
4.035951983994664715e+03 2.000000000000000000e+00
4.039276425475158248e+03 2.000000000000000000e+00
4.042600866955651782e+03 2.000000000000000000e+00
4.045925308436145315e+03 2.000000000000000000e+00
4.049249749916638848e+03 2.000000000000000000e+00
4.052574191397131926e+03 2.000000000000000000e+00
4.055898632877625460e+03 2.000000000000000000e+00
4.059223074358118993e+03 2.000000000000000000e+00
4.062547515838612526e+03 2.000000000000000000e+00
4.065871957319106059e+03 2.000000000000000000e+00
4.069196398799599592e+03 2.000000000000000000e+00
4.072520840280093125e+03 2.000000000000000000e+00
4.075845281760586658e+03 2.000000000000000000e+00
4.079169723241080192e+03 2.000000000000000000e+00
4.082494164721573725e+03 2.000000000000000000e+00
4.085818606202067258e+03 2.000000000000000000e+00
4.089143047682560791e+03 2.000000000000000000e+00
4.092467489163054324e+03 2.000000000000000000e+00
4.095791930643547403e+03 2.000000000000000000e+00
4.099116372124040936e+03 2.000000000000000000e+00
4.102440813604534924e+03 2.000000000000000000e+00
4.105765255085028002e+03 2.000000000000000000e+00
4.109089696565521081e+03 2.000000000000000000e+00
4.112414138046015069e+03 2.000000000000000000e+00
4.115738579526509056e+03 2.000000000000000000e+00
4.119063021007002135e+03 2.000000000000000000e+00
4.122387462487495213e+03 2.000000000000000000e+00
4.125711903967989201e+03 2.000000000000000000e+00
4.129036345448482280e+03 2.000000000000000000e+00
4.132360786928976268e+03 2.000000000000000000e+00
4.135685228409469346e+03 2.000000000000000000e+00
4.139009669889963334e+03 2.000000000000000000e+00
4.142334111370456412e+03 2.000000000000000000e+00
4.145658552850950400e+03 2.000000000000000000e+00
4.148982994331443479e+03 2.000000000000000000e+00
4.152307435811937466e+03 2.000000000000000000e+00
4.155631877292430545e+03 2.000000000000000000e+00
4.158956318772923623e+03 2.000000000000000000e+00
4.162280760253417611e+03 2.000000000000000000e+00
4.165605201733910690e+03 2.000000000000000000e+00
4.168929643214404678e+03 2.000000000000000000e+00
4.172254084694897756e+03 2.000000000000000000e+00
4.175578526175391744e+03 2.000000000000000000e+00
4.178902967655884822e+03 2.000000000000000000e+00
4.182227409136378810e+03 2.000000000000000000e+00
4.185551850616871889e+03 2.000000000000000000e+00
4.188876292097365877e+03 2.000000000000000000e+00
4.192200733577858955e+03 2.000000000000000000e+00
4.195525175058352943e+03 2.000000000000000000e+00
4.198849616538846021e+03 2.000000000000000000e+00
4.202174058019339100e+03 2.000000000000000000e+00
4.205498499499833088e+03 2.000000000000000000e+00
4.208822940980326166e+03 2.000000000000000000e+00
4.212147382460820154e+03 2.000000000000000000e+00
4.215471823941313232e+03 2.000000000000000000e+00
4.218796265421807220e+03 2.000000000000000000e+00
4.222120706902300299e+03 2.000000000000000000e+00
4.225445148382794287e+03 2.000000000000000000e+00
4.228769589863287365e+03 2.000000000000000000e+00
4.232094031343781353e+03 2.000000000000000000e+00
4.235418472824274431e+03 2.000000000000000000e+00
4.238742914304768419e+03 2.000000000000000000e+00
4.242067355785261498e+03 2.000000000000000000e+00
4.245391797265754576e+03 2.000000000000000000e+00
4.248716238746248564e+03 2.000000000000000000e+00
4.252040680226741642e+03 2.000000000000000000e+00
4.255365121707235630e+03 2.000000000000000000e+00
4.258689563187728709e+03 2.000000000000000000e+00
4.262014004668222697e+03 2.000000000000000000e+00
4.265338446148715775e+03 2.000000000000000000e+00
4.268662887629209763e+03 2.000000000000000000e+00
4.271987329109702841e+03 2.000000000000000000e+00
4.275311770590196829e+03 2.000000000000000000e+00
4.278636212070689908e+03 2.000000000000000000e+00
4.281960653551183896e+03 2.000000000000000000e+00
4.285285095031676974e+03 2.000000000000000000e+00
4.288609536512170052e+03 2.000000000000000000e+00
4.291933977992664040e+03 2.000000000000000000e+00
4.295258419473157119e+03 2.000000000000000000e+00
4.298582860953651107e+03 2.000000000000000000e+00
4.301907302434144185e+03 2.000000000000000000e+00
4.305231743914638173e+03 2.000000000000000000e+00
4.308556185395131251e+03 2.000000000000000000e+00
4.311880626875625239e+03 2.000000000000000000e+00
4.315205068356118318e+03 2.000000000000000000e+00
4.318529509836612306e+03 2.000000000000000000e+00
4.321853951317105384e+03 2.000000000000000000e+00
4.325178392797599372e+03 2.000000000000000000e+00
4.328502834278092450e+03 2.000000000000000000e+00
4.331827275758585529e+03 2.000000000000000000e+00
4.335151717239079517e+03 2.000000000000000000e+00
4.338476158719572595e+03 2.000000000000000000e+00
4.341800600200066583e+03 2.000000000000000000e+00
4.345125041680559661e+03 2.000000000000000000e+00
4.348449483161053649e+03 2.000000000000000000e+00
4.351773924641546728e+03 2.000000000000000000e+00
4.355098366122040716e+03 2.000000000000000000e+00
4.358422807602533794e+03 2.000000000000000000e+00
4.361747249083027782e+03 2.000000000000000000e+00
4.365071690563520860e+03 2.000000000000000000e+00
4.368396132044014848e+03 2.000000000000000000e+00
4.371720573524507927e+03 2.000000000000000000e+00
4.375045015005001005e+03 2.000000000000000000e+00
4.378369456485494993e+03 2.000000000000000000e+00
4.381693897965988072e+03 2.000000000000000000e+00
4.385018339446482059e+03 2.000000000000000000e+00
4.388342780926975138e+03 2.000000000000000000e+00
4.391667222407469126e+03 2.000000000000000000e+00
4.394991663887962204e+03 2.000000000000000000e+00
4.398316105368456192e+03 2.000000000000000000e+00
4.401640546848949270e+03 2.000000000000000000e+00
4.404964988329443258e+03 2.000000000000000000e+00
4.408289429809936337e+03 2.000000000000000000e+00
4.411613871290430325e+03 2.000000000000000000e+00
4.414938312770923403e+03 2.000000000000000000e+00
4.418262754251416482e+03 2.000000000000000000e+00
4.421587195731910469e+03 2.000000000000000000e+00
4.424911637212403548e+03 2.000000000000000000e+00
4.428236078692897536e+03 2.000000000000000000e+00
4.431560520173390614e+03 2.000000000000000000e+00
4.434884961653884602e+03 2.000000000000000000e+00
4.438209403134377681e+03 2.000000000000000000e+00
4.441533844614871668e+03 2.000000000000000000e+00
4.444858286095364747e+03 2.000000000000000000e+00
4.448182727575858735e+03 2.000000000000000000e+00
4.451507169056351813e+03 2.000000000000000000e+00
4.454831610536845801e+03 2.000000000000000000e+00
4.458156052017338880e+03 2.000000000000000000e+00
4.461480493497831958e+03 2.000000000000000000e+00
4.464804934978325946e+03 2.000000000000000000e+00
4.468129376458819024e+03 2.000000000000000000e+00
4.471453817939313012e+03 2.000000000000000000e+00
4.474778259419806091e+03 2.000000000000000000e+00
4.478102700900300079e+03 2.000000000000000000e+00
4.481427142380793157e+03 2.000000000000000000e+00
4.484751583861287145e+03 2.000000000000000000e+00
4.488076025341780223e+03 2.000000000000000000e+00
4.491400466822274211e+03 2.000000000000000000e+00
4.494724908302767290e+03 2.000000000000000000e+00
4.498049349783261277e+03 2.000000000000000000e+00
4.501373791263754356e+03 2.000000000000000000e+00
4.504698232744247434e+03 2.000000000000000000e+00
4.508022674224741422e+03 2.000000000000000000e+00
4.511347115705234501e+03 2.000000000000000000e+00
4.514671557185728489e+03 2.000000000000000000e+00
4.517995998666221567e+03 2.000000000000000000e+00
4.521320440146715555e+03 2.000000000000000000e+00
4.524644881627208633e+03 2.000000000000000000e+00
4.527969323107702621e+03 2.000000000000000000e+00
4.531293764588195700e+03 2.000000000000000000e+00
4.534618206068689688e+03 2.000000000000000000e+00
4.537942647549182766e+03 2.000000000000000000e+00
4.541267089029675844e+03 2.000000000000000000e+00
4.544591530510169832e+03 2.000000000000000000e+00
4.547915971990662911e+03 2.000000000000000000e+00
4.551240413471156899e+03 2.000000000000000000e+00
4.554564854951649977e+03 2.000000000000000000e+00
4.557889296432143965e+03 2.000000000000000000e+00
4.561213737912637043e+03 2.000000000000000000e+00
4.564538179393131031e+03 2.000000000000000000e+00
4.567862620873624110e+03 2.000000000000000000e+00
4.571187062354118098e+03 2.000000000000000000e+00
4.574511503834611176e+03 2.000000000000000000e+00
4.577835945315105164e+03 2.000000000000000000e+00
4.581160386795598242e+03 2.000000000000000000e+00
4.584484828276091321e+03 2.000000000000000000e+00
4.587809269756585309e+03 2.000000000000000000e+00
4.591133711237078387e+03 2.000000000000000000e+00
4.594458152717572375e+03 2.000000000000000000e+00
4.597782594198065453e+03 2.000000000000000000e+00
4.601107035678559441e+03 2.000000000000000000e+00
4.604431477159052520e+03 2.000000000000000000e+00
4.607755918639546508e+03 2.000000000000000000e+00
4.611080360120039586e+03 2.000000000000000000e+00
4.614404801600533574e+03 2.000000000000000000e+00
4.617729243081026652e+03 2.000000000000000000e+00
4.621053684561520640e+03 2.000000000000000000e+00
4.624378126042013719e+03 2.000000000000000000e+00
4.627702567522506797e+03 2.000000000000000000e+00
4.631027009003000785e+03 2.000000000000000000e+00
4.634351450483493863e+03 2.000000000000000000e+00
4.637675891963987851e+03 2.000000000000000000e+00
4.641000333444480930e+03 2.000000000000000000e+00
4.644324774924974918e+03 2.000000000000000000e+00
4.647649216405467996e+03 2.000000000000000000e+00
4.650973657885961984e+03 2.000000000000000000e+00
4.654298099366455062e+03 2.000000000000000000e+00
4.657622540846949050e+03 2.000000000000000000e+00
4.660946982327442129e+03 2.000000000000000000e+00
4.664271423807936117e+03 2.000000000000000000e+00
4.667595865288429195e+03 2.000000000000000000e+00
4.670920306768922273e+03 2.000000000000000000e+00
4.674244748249416261e+03 2.000000000000000000e+00
4.677569189729909340e+03 2.000000000000000000e+00
4.680893631210403328e+03 2.000000000000000000e+00
4.684218072690896406e+03 2.000000000000000000e+00
4.687542514171390394e+03 2.000000000000000000e+00
4.690866955651883472e+03 2.000000000000000000e+00
4.694191397132377460e+03 2.000000000000000000e+00
4.697515838612870539e+03 2.000000000000000000e+00
4.700840280093364527e+03 2.000000000000000000e+00
4.704164721573857605e+03 2.000000000000000000e+00
4.707489163054351593e+03 2.000000000000000000e+00
4.710813604534844671e+03 2.000000000000000000e+00
4.714138046015337750e+03 2.000000000000000000e+00
4.717462487495831738e+03 2.000000000000000000e+00
4.720786928976324816e+03 2.000000000000000000e+00
4.724111370456818804e+03 2.000000000000000000e+00
4.727435811937311883e+03 2.000000000000000000e+00
4.730760253417805870e+03 2.000000000000000000e+00
4.734084694898298949e+03 2.000000000000000000e+00
4.737409136378792937e+03 2.000000000000000000e+00
4.740733577859286015e+03 2.000000000000000000e+00
4.744058019339780003e+03 2.000000000000000000e+00
4.747382460820273081e+03 2.000000000000000000e+00
4.750706902300767069e+03 2.000000000000000000e+00
4.754031343781260148e+03 2.000000000000000000e+00
4.757355785261753226e+03 2.000000000000000000e+00
4.760680226742247214e+03 2.000000000000000000e+00
4.764004668222740293e+03 2.000000000000000000e+00
4.767329109703234280e+03 2.000000000000000000e+00
4.770653551183727359e+03 2.000000000000000000e+00
4.773977992664221347e+03 2.000000000000000000e+00
4.777302434144714425e+03 2.000000000000000000e+00
4.780626875625208413e+03 2.000000000000000000e+00
4.783951317105701492e+03 2.000000000000000000e+00
4.787275758586195479e+03 2.000000000000000000e+00
4.790600200066688558e+03 2.000000000000000000e+00
4.793924641547182546e+03 2.000000000000000000e+00
4.797249083027675624e+03 2.000000000000000000e+00
4.800573524508168703e+03 2.000000000000000000e+00
4.803897965988662691e+03 2.000000000000000000e+00
4.807222407469155769e+03 2.000000000000000000e+00
4.810546848949649757e+03 2.000000000000000000e+00
4.813871290430142835e+03 2.000000000000000000e+00
4.817195731910636823e+03 2.000000000000000000e+00
4.820520173391129902e+03 2.000000000000000000e+00
4.823844614871623889e+03 2.000000000000000000e+00
4.827169056352116968e+03 2.000000000000000000e+00
4.830493497832610956e+03 2.000000000000000000e+00
4.833817939313104034e+03 2.000000000000000000e+00
4.837142380793598022e+03 2.000000000000000000e+00
4.840466822274091101e+03 2.000000000000000000e+00
4.843791263754584179e+03 2.000000000000000000e+00
4.847115705235078167e+03 2.000000000000000000e+00
4.850440146715571245e+03 2.000000000000000000e+00
4.853764588196065233e+03 2.000000000000000000e+00
4.857089029676558312e+03 2.000000000000000000e+00
4.860413471157052300e+03 2.000000000000000000e+00
4.863737912637545378e+03 2.000000000000000000e+00
4.867062354118039366e+03 2.000000000000000000e+00
4.870386795598532444e+03 2.000000000000000000e+00
4.873711237079026432e+03 2.000000000000000000e+00
4.877035678559519511e+03 2.000000000000000000e+00
4.880360120040013499e+03 2.000000000000000000e+00
4.883684561520506577e+03 2.000000000000000000e+00
4.887009003000999655e+03 2.000000000000000000e+00
4.890333444481493643e+03 2.000000000000000000e+00
4.893657885961986722e+03 2.000000000000000000e+00
4.896982327442480710e+03 2.000000000000000000e+00
4.900306768922973788e+03 2.000000000000000000e+00
4.903631210403467776e+03 2.000000000000000000e+00
4.906955651883960854e+03 2.000000000000000000e+00
4.910280093364454842e+03 2.000000000000000000e+00
4.913604534844947921e+03 2.000000000000000000e+00
4.916928976325441909e+03 2.000000000000000000e+00
4.920253417805934987e+03 2.000000000000000000e+00
4.923577859286428065e+03 2.000000000000000000e+00
4.926902300766922053e+03 2.000000000000000000e+00
4.930226742247415132e+03 2.000000000000000000e+00
4.933551183727909120e+03 2.000000000000000000e+00
4.936875625208402198e+03 2.000000000000000000e+00
4.940200066688896186e+03 2.000000000000000000e+00
4.943524508169389264e+03 2.000000000000000000e+00
4.946848949649883252e+03 2.000000000000000000e+00
4.950173391130376331e+03 2.000000000000000000e+00
4.953497832610870319e+03 2.000000000000000000e+00
4.956822274091363397e+03 2.000000000000000000e+00
4.960146715571857385e+03 2.000000000000000000e+00
4.963471157052350463e+03 2.000000000000000000e+00
4.966795598532843542e+03 2.000000000000000000e+00
4.970120040013337530e+03 2.000000000000000000e+00
4.973444481493830608e+03 2.000000000000000000e+00
4.976768922974324596e+03 2.000000000000000000e+00
4.980093364454817674e+03 2.000000000000000000e+00
4.983417805935311662e+03 2.000000000000000000e+00
4.986742247415804741e+03 2.000000000000000000e+00
4.990066688896298729e+03 2.000000000000000000e+00
4.993391130376791807e+03 2.000000000000000000e+00
4.996715571857285795e+03 2.000000000000000000e+00
5.000040013337778873e+03 2.000000000000000000e+00
5.003364454818272861e+03 2.000000000000000000e+00
5.006688896298765940e+03 2.000000000000000000e+00
5.010013337779259018e+03 2.000000000000000000e+00
5.013337779259753006e+03 2.000000000000000000e+00
5.016662220740246084e+03 2.000000000000000000e+00
5.019986662220740072e+03 2.000000000000000000e+00
5.023311103701233151e+03 2.000000000000000000e+00
5.026635545181727139e+03 2.000000000000000000e+00
5.029959986662220217e+03 2.000000000000000000e+00
5.033284428142714205e+03 2.000000000000000000e+00
5.036608869623207283e+03 2.000000000000000000e+00
5.039933311103701271e+03 2.000000000000000000e+00
5.043257752584194350e+03 2.000000000000000000e+00
5.046582194064688338e+03 2.000000000000000000e+00
5.049906635545181416e+03 2.000000000000000000e+00
5.053231077025674495e+03 2.000000000000000000e+00
5.056555518506168482e+03 2.000000000000000000e+00
5.059879959986661561e+03 2.000000000000000000e+00
5.063204401467155549e+03 2.000000000000000000e+00
5.066528842947648627e+03 2.000000000000000000e+00
5.069853284428142615e+03 2.000000000000000000e+00
5.073177725908635693e+03 2.000000000000000000e+00
5.076502167389129681e+03 2.000000000000000000e+00
5.079826608869622760e+03 2.000000000000000000e+00
5.083151050350116748e+03 2.000000000000000000e+00
5.086475491830609826e+03 2.000000000000000000e+00
5.089799933311103814e+03 2.000000000000000000e+00
5.093124374791596892e+03 2.000000000000000000e+00
5.096448816272089971e+03 2.000000000000000000e+00
5.099773257752583959e+03 2.000000000000000000e+00
5.103097699233077037e+03 2.000000000000000000e+00
5.106422140713571025e+03 2.000000000000000000e+00
5.109746582194064104e+03 2.000000000000000000e+00
5.113071023674558091e+03 2.000000000000000000e+00
5.116395465155051170e+03 2.000000000000000000e+00
5.119719906635545158e+03 2.000000000000000000e+00
5.123044348116038236e+03 2.000000000000000000e+00
5.126368789596532224e+03 2.000000000000000000e+00
5.129693231077025303e+03 2.000000000000000000e+00
5.133017672557519290e+03 2.000000000000000000e+00
5.136342114038012369e+03 2.000000000000000000e+00
5.139666555518505447e+03 2.000000000000000000e+00
5.142990996998999435e+03 2.000000000000000000e+00
5.146315438479492514e+03 2.000000000000000000e+00
5.149639879959986501e+03 2.000000000000000000e+00
5.152964321440479580e+03 2.000000000000000000e+00
5.156288762920973568e+03 2.000000000000000000e+00
5.159613204401466646e+03 2.000000000000000000e+00
5.162937645881960634e+03 2.000000000000000000e+00
5.166262087362453713e+03 2.000000000000000000e+00
5.169586528842947700e+03 2.000000000000000000e+00
5.172910970323440779e+03 2.000000000000000000e+00
5.176235411803934767e+03 2.000000000000000000e+00
5.179559853284427845e+03 2.000000000000000000e+00
5.182884294764920924e+03 2.000000000000000000e+00
5.186208736245414912e+03 2.000000000000000000e+00
5.189533177725907990e+03 2.000000000000000000e+00
5.192857619206401978e+03 2.000000000000000000e+00
5.196182060686895056e+03 2.000000000000000000e+00
5.199506502167389044e+03 2.000000000000000000e+00
5.202830943647882123e+03 2.000000000000000000e+00
5.206155385128376111e+03 2.000000000000000000e+00
5.209479826608869189e+03 2.000000000000000000e+00
5.212804268089363177e+03 2.000000000000000000e+00
5.216128709569856255e+03 2.000000000000000000e+00
5.219453151050350243e+03 2.000000000000000000e+00
5.222777592530843322e+03 2.000000000000000000e+00
5.226102034011336400e+03 2.000000000000000000e+00
5.229426475491830388e+03 2.000000000000000000e+00
5.232750916972323466e+03 2.000000000000000000e+00
5.236075358452817454e+03 2.000000000000000000e+00
5.239399799933310533e+03 2.000000000000000000e+00
5.242724241413804521e+03 2.000000000000000000e+00
5.246048682894297599e+03 2.000000000000000000e+00
5.249373124374791587e+03 2.000000000000000000e+00
5.252697565855284665e+03 2.000000000000000000e+00
5.256022007335778653e+03 2.000000000000000000e+00
5.259346448816271732e+03 2.000000000000000000e+00
5.262670890296765720e+03 2.000000000000000000e+00
5.265995331777258798e+03 2.000000000000000000e+00
5.269319773257751876e+03 2.000000000000000000e+00
5.272644214738245864e+03 2.000000000000000000e+00
5.275968656218738943e+03 2.000000000000000000e+00
5.279293097699232931e+03 2.000000000000000000e+00
5.282617539179726009e+03 2.000000000000000000e+00
5.285941980660219997e+03 2.000000000000000000e+00
5.289266422140713075e+03 2.000000000000000000e+00
5.292590863621207063e+03 2.000000000000000000e+00
5.295915305101700142e+03 2.000000000000000000e+00
5.299239746582194130e+03 2.000000000000000000e+00
5.302564188062687208e+03 2.000000000000000000e+00
5.305888629543181196e+03 2.000000000000000000e+00
5.309213071023674274e+03 2.000000000000000000e+00
5.312537512504167353e+03 2.000000000000000000e+00
5.315861953984661341e+03 2.000000000000000000e+00
5.319186395465154419e+03 2.000000000000000000e+00
5.322510836945648407e+03 2.000000000000000000e+00
5.325835278426141485e+03 2.000000000000000000e+00
5.329159719906635473e+03 2.000000000000000000e+00
5.332484161387128552e+03 2.000000000000000000e+00
5.335808602867622540e+03 2.000000000000000000e+00
5.339133044348115618e+03 2.000000000000000000e+00
5.342457485828609606e+03 2.000000000000000000e+00
5.345781927309102684e+03 2.000000000000000000e+00
5.349106368789596672e+03 2.000000000000000000e+00
5.352430810270089751e+03 2.000000000000000000e+00
5.355755251750582829e+03 2.000000000000000000e+00
5.359079693231076817e+03 2.000000000000000000e+00
5.362404134711569895e+03 2.000000000000000000e+00
5.365728576192063883e+03 2.000000000000000000e+00
5.369053017672556962e+03 2.000000000000000000e+00
5.372377459153050950e+03 2.000000000000000000e+00
5.375701900633544028e+03 2.000000000000000000e+00
5.379026342114038016e+03 2.000000000000000000e+00
5.382350783594531094e+03 2.000000000000000000e+00
5.385675225075025082e+03 2.000000000000000000e+00
5.388999666555518161e+03 2.000000000000000000e+00
5.392324108036011239e+03 2.000000000000000000e+00
5.395648549516505227e+03 2.000000000000000000e+00
5.398972990996998305e+03 2.000000000000000000e+00
5.402297432477492293e+03 2.000000000000000000e+00
5.405621873957985372e+03 2.000000000000000000e+00
5.408946315438479360e+03 2.000000000000000000e+00
5.412270756918972438e+03 2.000000000000000000e+00
5.415595198399466426e+03 2.000000000000000000e+00
5.418919639879959504e+03 2.000000000000000000e+00
5.422244081360453492e+03 2.000000000000000000e+00
5.425568522840946571e+03 2.000000000000000000e+00
5.428892964321440559e+03 2.000000000000000000e+00
5.432217405801933637e+03 2.000000000000000000e+00
5.435541847282426716e+03 2.000000000000000000e+00
5.438866288762920703e+03 2.000000000000000000e+00
5.442190730243413782e+03 2.000000000000000000e+00
5.445515171723907770e+03 2.000000000000000000e+00
5.448839613204400848e+03 2.000000000000000000e+00
5.452164054684894836e+03 2.000000000000000000e+00
5.455488496165387915e+03 2.000000000000000000e+00
5.458812937645881902e+03 2.000000000000000000e+00
5.462137379126374981e+03 2.000000000000000000e+00
5.465461820606868969e+03 2.000000000000000000e+00
5.468786262087362047e+03 2.000000000000000000e+00
5.472110703567856035e+03 2.000000000000000000e+00
5.475435145048349113e+03 2.000000000000000000e+00
5.478759586528842192e+03 2.000000000000000000e+00
5.482084028009336180e+03 2.000000000000000000e+00
5.485408469489829258e+03 2.000000000000000000e+00
5.488732910970323246e+03 2.000000000000000000e+00
5.492057352450816325e+03 2.000000000000000000e+00
5.495381793931310312e+03 2.000000000000000000e+00
5.498706235411803391e+03 2.000000000000000000e+00
5.502030676892297379e+03 2.000000000000000000e+00
5.505355118372790457e+03 2.000000000000000000e+00
5.508679559853284445e+03 2.000000000000000000e+00
5.512004001333777524e+03 2.000000000000000000e+00
5.515328442814271511e+03 2.000000000000000000e+00
5.518652884294764590e+03 2.000000000000000000e+00
5.521977325775257668e+03 2.000000000000000000e+00
5.525301767255751656e+03 2.000000000000000000e+00
5.528626208736244735e+03 2.000000000000000000e+00
5.531950650216738723e+03 2.000000000000000000e+00
5.535275091697231801e+03 2.000000000000000000e+00
5.538599533177725789e+03 2.000000000000000000e+00
5.541923974658218867e+03 2.000000000000000000e+00
5.545248416138712855e+03 2.000000000000000000e+00
5.548572857619205934e+03 2.000000000000000000e+00
5.551897299099699921e+03 2.000000000000000000e+00
5.555221740580193000e+03 2.000000000000000000e+00
5.558546182060686988e+03 2.000000000000000000e+00
5.561870623541180066e+03 2.000000000000000000e+00
5.565195065021673145e+03 2.000000000000000000e+00
5.568519506502167133e+03 2.000000000000000000e+00
5.571843947982660211e+03 2.000000000000000000e+00
5.575168389463154199e+03 2.000000000000000000e+00
5.578492830943647277e+03 2.000000000000000000e+00
5.581817272424141265e+03 2.000000000000000000e+00
5.585141713904634344e+03 2.000000000000000000e+00
5.588466155385128332e+03 2.000000000000000000e+00
5.591790596865621410e+03 2.000000000000000000e+00
5.595115038346115398e+03 2.000000000000000000e+00
5.598439479826608476e+03 2.000000000000000000e+00
5.601763921307102464e+03 2.000000000000000000e+00
5.605088362787595543e+03 2.000000000000000000e+00
5.608412804268088621e+03 2.000000000000000000e+00
5.611737245748582609e+03 2.000000000000000000e+00
5.615061687229075687e+03 2.000000000000000000e+00
5.618386128709569675e+03 2.000000000000000000e+00
5.621710570190062754e+03 2.000000000000000000e+00
5.625035011670556742e+03 2.000000000000000000e+00
5.628359453151049820e+03 2.000000000000000000e+00
5.631683894631543808e+03 2.000000000000000000e+00
5.635008336112036886e+03 2.000000000000000000e+00
5.638332777592530874e+03 2.000000000000000000e+00
5.641657219073023953e+03 2.000000000000000000e+00
5.644981660553517941e+03 2.000000000000000000e+00
5.648306102034011019e+03 2.000000000000000000e+00
5.651630543514504097e+03 2.000000000000000000e+00
5.654954984994998085e+03 2.000000000000000000e+00
5.658279426475491164e+03 2.000000000000000000e+00
5.661603867955985152e+03 2.000000000000000000e+00
5.664928309436478230e+03 2.000000000000000000e+00
5.668252750916972218e+03 2.000000000000000000e+00
5.671577192397465296e+03 2.000000000000000000e+00
5.674901633877959284e+03 2.000000000000000000e+00
5.678226075358452363e+03 2.000000000000000000e+00
5.681550516838946351e+03 2.000000000000000000e+00
5.684874958319439429e+03 2.000000000000000000e+00
5.688199399799933417e+03 2.000000000000000000e+00
5.691523841280426495e+03 2.000000000000000000e+00
5.694848282760919574e+03 2.000000000000000000e+00
5.698172724241413562e+03 2.000000000000000000e+00
5.701497165721906640e+03 2.000000000000000000e+00
5.704821607202400628e+03 2.000000000000000000e+00
5.708146048682893706e+03 2.000000000000000000e+00
5.711470490163387694e+03 2.000000000000000000e+00
5.714794931643880773e+03 2.000000000000000000e+00
5.718119373124374761e+03 2.000000000000000000e+00
5.721443814604867839e+03 2.000000000000000000e+00
5.724768256085361827e+03 2.000000000000000000e+00
5.728092697565854905e+03 2.000000000000000000e+00
5.731417139046348893e+03 2.000000000000000000e+00
5.734741580526841972e+03 2.000000000000000000e+00
5.738066022007335050e+03 2.000000000000000000e+00
5.741390463487829038e+03 2.000000000000000000e+00
5.744714904968322116e+03 2.000000000000000000e+00
5.748039346448816104e+03 2.000000000000000000e+00
5.751363787929309183e+03 2.000000000000000000e+00
5.754688229409803171e+03 2.000000000000000000e+00
5.758012670890296249e+03 2.000000000000000000e+00
5.761337112370790237e+03 2.000000000000000000e+00
5.764661553851283315e+03 2.000000000000000000e+00
5.767985995331777303e+03 2.000000000000000000e+00
5.771310436812270382e+03 2.000000000000000000e+00
5.774634878292763460e+03 2.000000000000000000e+00
5.777959319773257448e+03 2.000000000000000000e+00
5.781283761253750527e+03 2.000000000000000000e+00
5.784608202734244514e+03 2.000000000000000000e+00
5.787932644214737593e+03 2.000000000000000000e+00
5.791257085695231581e+03 2.000000000000000000e+00
5.794581527175724659e+03 2.000000000000000000e+00
5.797905968656218647e+03 2.000000000000000000e+00
5.801230410136711725e+03 2.000000000000000000e+00
5.804554851617205713e+03 2.000000000000000000e+00
5.807879293097698792e+03 2.000000000000000000e+00
5.811203734578192780e+03 2.000000000000000000e+00
5.814528176058685858e+03 2.000000000000000000e+00
5.817852617539178937e+03 2.000000000000000000e+00
5.821177059019672924e+03 2.000000000000000000e+00
5.824501500500166003e+03 2.000000000000000000e+00
5.827825941980659991e+03 2.000000000000000000e+00
5.831150383461153069e+03 2.000000000000000000e+00
